CHEBI	CHEBI_PH7_3	ORIGIN
153200	153200	computation
153201	153201	computation
153202	153202	computation
153203	153203	computation
153204	153204	computation
153205	153205	computation
153206	153206	computation
153209	153209	computation
153210	153210	computation
153212	153212	computation
153213	153213	computation
153214	153214	computation
153215	153215	computation
153218	153218	computation
153219	153219	computation
153220	153220	computation
153221	153221	computation
153222	153222	computation
153224	153224	computation
153225	153225	computation
153226	153226	computation
153227	153227	computation
153228	153228	computation
153230	153230	computation
153231	153231	computation
153232	153232	computation
153235	153235	computation
153236	153236	computation
153237	153237	computation
153238	153238	computation
153240	153240	computation
153243	153243	computation
153244	153244	computation
153245	153245	computation
153247	153247	computation
153249	153249	computation
153250	153250	computation
153251	153251	computation
153252	153252	computation
153253	153253	computation
153254	153254	computation
153256	153256	computation
153257	153257	computation
153258	153258	computation
153259	153259	computation
153260	153260	computation
153262	153262	computation
153263	153263	computation
153265	156540	computation
153268	153268	computation
153270	153270	computation
153271	153271	computation
153272	153272	computation
153274	153274	computation
153276	153276	computation
153277	153277	computation
153281	153281	computation
153283	153283	computation
153286	153286	computation
153287	153287	computation
153288	153288	computation
153289	153289	computation
153290	153290	computation
153292	153292	computation
153293	153293	computation
153294	153294	computation
153295	153295	computation
153296	153296	computation
153298	153298	computation
153301	153301	computation
153304	153304	computation
153306	153306	computation
153309	153309	computation
153315	153315	computation
153316	153316	computation
153317	153317	computation
153318	153318	computation
153320	153320	computation
153322	153322	computation
153324	153324	computation
153325	153325	computation
153326	153326	computation
153327	153327	computation
153328	153328	computation
153335	153335	computation
153337	153337	computation
153340	153340	computation
153343	153343	computation
153347	153347	computation
153348	153348	computation
153349	153349	computation
153350	153350	computation
153351	153351	computation
153352	153352	computation
153353	153353	computation
153355	153355	computation
153356	153356	computation
153360	153360	computation
153362	153362	computation
153364	153364	computation
153365	153365	computation
153367	153367	computation
153369	153369	computation
153370	153370	computation
153371	153371	computation
153373	153373	computation
153375	153375	computation
153376	153376	computation
153378	153378	computation
153380	153380	computation
153383	153383	computation
153384	153384	computation
153385	153385	computation
153386	153386	computation
153388	153388	computation
153389	153389	computation
153393	153393	computation
153394	153394	computation
153395	153395	computation
153396	153396	computation
153398	153398	computation
153399	153399	computation
153400	153400	computation
153402	153402	computation
153404	153404	computation
153405	153405	computation
153406	153406	computation
153409	153409	computation
153410	153410	computation
153411	153411	computation
153412	153412	computation
153413	153413	computation
153415	153415	computation
153416	153416	computation
153418	153418	computation
153419	153419	computation
153420	153420	computation
153422	153422	computation
153423	153423	computation
153424	153424	computation
153425	153425	computation
153427	153427	computation
153430	153430	computation
153431	153431	computation
153432	153432	computation
153440	153440	computation
153442	153442	computation
153444	153444	computation
153445	153445	computation
153446	153446	computation
153447	153447	computation
153448	153448	computation
153449	153449	computation
153450	153450	computation
153451	153451	computation
153452	153452	computation
153455	153455	computation
153458	153458	computation
153460	153460	computation
153461	153461	computation
153463	153463	computation
153464	153464	computation
153465	153465	computation
153466	153466	computation
153467	153467	computation
153470	153470	computation
153472	153472	computation
153475	153475	computation
153476	153476	computation
153477	153477	computation
153478	153478	computation
153480	153480	computation
153482	153482	computation
153484	153484	computation
153486	153486	computation
153491	153491	computation
153492	153492	computation
153495	153495	computation
153497	153497	computation
